*,6
**,2
.trash,10
.life,3
e,9.5297029703
a,9.45177851118
s,8.48459845985
o,7.76494316098
i,5.79849651632
r,5.41345801247
l,5.12926292629
t,5.12467913458
n,4.41419141914
u,4.23083975064
d,3.79537953795
p,3.45617895123
m,3.29574624129
k,3.0069673634
h,2.85570223689
y,2.79611294463
g,2.77777777778
c,2.7136046938
b,2.6769343601
f,2.20938760543
w,2.16813348001
v,1.02218555189
z,0.737990465713
j,0.660066006601
x,0.38503850385
q,0.100843417675
es,0.385698829941
er,0.342843404392
ar,0.293075813432
re,0.290310947267
ed,0.286624459048
ra,0.251142009937
in,0.2488379548
an,0.240543356307
al,0.23823930117
le,0.233170379869
as,0.232248757814
la,0.201374418977
te,0.192158198429
ro,0.189393332265
se,0.188010899183
st,0.187089277128
on,0.183863599936
ts,0.183402788908
or,0.182481166854
en,0.174647379388
ri,0.17418656836
ne,0.16358791473
lo,0.157597371374
el,0.156675749319
ma,0.156214938291
ch,0.155754127264
ta,0.155293316237
de,0.154371694182
is,0.148841961853
ea,0.146537906716
me,0.145616284661
os,0.145155473634
ur,0.145155473634
oo,0.144694662606
at,0.142851418497
li,0.14054736336
il,0.140086552332
pe,0.139164930277
ha,0.13870411925
ee,0.135939253085
ve,0.135478442058
co,0.134556820003
us,0.132713575894
ke,0.129487898702
ol,0.128566276647
am,0.128566276647
un,0.127183843565
to,0.125801410482
pa,0.125340599455
ho,0.125340599455
ks,0.1244189774
it,0.121193300208
ca,0.119810867126
ls,0.117506811989
na,0.116124378907
bo,0.114741945825
he,0.114281134797
sh,0.11382032377
ou,0.11382032377
ns,0.113359512742
ai,0.111055457605
be,0.110594646578
ba,0.110133835551
ic,0.109673024523
et,0.107368969386
ir,0.107368969386
ng,0.105525725276
rs,0.105064914249
mo,0.104143292194
ge,0.102760859112
ot,0.102760859112
ow,0.102300048085
ga,0.10137842603
ad,0.10137842603
ds,0.100917615002
th,0.0999959929476
sa,0.0995351819202
do,0.098152748838
ie,0.098152748838
po,0.0972311267831
id,0.0972311267831
nt,0.0972311267831
ul,0.0963095047283
ps,0.0958486937009
ll,0.0953878826735
wa,0.0940054495913
mi,0.0935446385639
ac,0.0898581503446
ap,0.0889365282898
pi,0.0884757172624
